"IDNUM","CDEXE","OTEXE","OTE64F","OTEFDD","OTEFDA","EXTR2","NREG","ZDEFA","ZENVI","FOAGR","FOGEN","TRA05","SEXEP","EFF10","UTANS","UTARG","UTASA","UTATO","UGBBO","UGBCA","UGBHE","UGBOV","UGBPO","UGBTO","SAFVD","SAFER","SAUTI","SUTOT","SFPTO","CHAFF","PRODV","PRODH","PRODT","PRODA","ACHAN","PRODP","PROEX","PBRTCOU","PBRTO","PBRTEXC","PITOT","PROBR","VAFER","VAPBR","EBEXP","RESEX","RESFI","RESCO","RESCP","RESE3","TAIM5","TCIR5","TCAP3","TDTE3","CHRAM","CHRSE","CHRPH","CHRAC","CHRAG","CHRPV","CHRCA","ELECTQUA","ENTBT","ENTMT","LFERM","LMATE","ASSRE","ASSAU","TVANR","TXPRO","TAXES","AIMTX","FPERS","CHSOC","CFINL","CAGR4"
48133,7,16,1660,1600,1516,"147.994478346418",53,1,0,1,2,9,1,0,"1","1","0","1",7,0,7,0,0,7,0,9,9,9,5,"77504","16560","45633","-110","22728","0","0","84811","99257","133938","34681","260","99517","20106","10705","24476","13762","-521","13241","34681","47927","82899","57977","120969","19907","1182","7123","3569","1037","0","673","3630","4364","5921","7077","9401","0","0","4477",0,"0","0","633","0","0","561","2"
48134,10,50,5130,5100,5074,"23.8378357131179",53,1,0,3,0,9,1,0,"2","2","0.17","2.17",0,0,0,0,49,49,1,10,11,11,1,"610066","20803","0","413","602254","18049","0","623470","632479","636118","3639","17453","649932","175396","168083","171379","144942","-3051","141891","2945","144836","238419","297253","312819","226388","110","3826","6405","337685","0","19013","3407","127977","1596","1190","7313","0","0","6779",0,"754","0","1196","3347","408","3034","25"
48135,10,83,8310,6184,6184,"24.1595371706295",53,1,0,2,1,9,2,0,"2","2","0","2",27,0,27,0,0,27,1,15,21,22,9,"457767","138864","69844","1051","-14935","16720","221715","418161","453474","502760","49286","15840","469314","82400","55476","85267","-3705","-19135","-22840","33635","10795","609671","199796","161936","653265","7051","32571","37446","57288","0","2044","15283","4510","4670","30174","26924","9304","0","10960",0,"3841","62","1071","0","0","12022","7369"
48136,7,16,1660,1600,1516,"147.994478346418",53,1,0,3,2,6,1,0,"1","1","0","1",0,0,0,0,0,0,0,8,8,8,0,"55767","26952","28511","0","0","0","0","55463","64725","64725","0","494","65219","2647","-3003","5677","-906","-107","-1013","0","-1013","19701","36409","42574","14246","870","7224","9992","0","0","0","2735","1192","0","2589","5650","261","2288","0",0,"201","0","255","0","0","168","48"
48139,9,50,5130,5100,5074,"39.8535274475736",53,1,0,2,2,9,1,1,"1","2","1","2",0,0,0,0,44,44,0,0,0,1,0,"386401","0","0","0","389959","12348","0","389959","390080","390080","0","0","390080","157754","137754","91621","89990","0","89990","0","89990","37710","176272","181092","35670","0","0","0","198695","0","16050","0","0","0","1233","20000","0","0","3861",0,"424","0","793","24834","20082","0","0"
48140,8,29,2933,2900,2829,"25.0986281583273",53,1,0,2,2,5,1,1,"1","1.59","0.59","1.59",0,0,0,0,0,0,0,2,2,3,1,"87344","0","82417","0","0","0","0","88088","92203","92203","0","0","92203","56553","54200","46478","32900","-1038","31862","0","31862","42012","15802","24270","33544","3151","13202","588","0","0","0","906","0","0","2999","2353","0","0","1427",0,"0","0","548","10714","570","1042","1"
48141,8,28,2821,2800,2829,"179.911954340445",53,1,0,2,2,5,1,1,"1","3","3.89","4.9",0,0,0,0,0,0,0,2,2,2,0,"309446","0","300353","0","0","0","0","308196","315163","357803","42640","0","315163","147895","147004","75596","45048","-3343","41705","2911","44616","186771","95927","55299","230694","1952","37286","218","0","0","0","3063","23405","0","9496","891","14456","0","4006",0,"0","0","731","66590","11005","2490","857"
48142,10,50,5130,5100,5074,"23.8378357131179",53,1,0,4,0,5,1,3,"1","5.7","4.7","5.7",0,0,0,0,50,50,4,13,15,15,1,"2257554","74922","0","3688","2146375","96851","0","2251097","2276865","2305514","28649","54412","2331277","850264","828061","712135","529325","-26422","502903","4177","507081","1948790","1023490","916701","2068558","3895","10184","16459","949077","0","77706","21210","343560","7217","36568","22203","215","0","16053",0,"1369","342","17209","96666","21022","23845","7662"
48143,10,50,5220,5200,5074,"39.0080447932509",53,1,0,3,3,6,1,0,"1","1","0","1",0,0,0,0,0,50,0,0,0,1,0,"368582","0","0","0","368582","0","0","368582","368915","377588","8673","0","368915","164101","164101","162516","37420","-17114","20306","4384","24690","916533","72630","167090","824670","0","0","0","0","0","29757","5303","114265","3528","7712","0","286","0","11009",0,"0","0","1585","0","0","17092","22"
48144,9,61,6120,6184,6184,"58.6218143385527",53,1,0,3,3,6,1,1,"1","3","5","6",0,0,0,0,0,0,0,9,9,9,0,"977764","0","977764","0","0","0","0","977764","1001293","1078806","77513","0","1001293","680130","668870","529961","375296","-4743","370553","57487","428040","639309","709230","965994","386518","65629","82177","4662","0","0","0","10388","30235","2668","13800","11260","0","0","7428",0,"0","0","1339","129903","29598","6025","285"
48146,10,50,5130,5100,5074,"23.8378357131179",53,1,0,3,3,6,1,1,"1","2.6","1.6","2.6",0,0,0,0,50,50,1,11,11,11,0,"1216216","-5173","0","3413","1227096","29910","1030","1226366","1239143","1251273","12130","57224","1296367","452713","443093","402923","343572","-5724","337848","12130","349978","415792","448169","634660","237919","462","8287","7516","498311","0","99335","4858","372082","2741","25130","9620","0","0","9212",0,"0","22","2341","43158","6952","5643","135"
48147,9,50,5220,5200,5074,"35.2733463935869",53,1,0,2,2,6,1,0,"1","1","0","1",0,0,0,0,0,46,0,7,7,8,2,"146345","36192","0","593","135787","0","0","172572","183757","204757","21000","0","183757","58036","33206","39851","21204","-1583","19621","7101","26722","132693","152288","48451","236530","1363","6606","3739","0","0","9145","5979","66800","2972","12943","24830","996","0","5668",0,"1076","0","659","0","0","1163","433"
48751,8,45,4500,4500,4500,"124.122482717469",53,1,0,2,2,9,1,0,"2","2","0","2",23,0,23,0,0,23,0,13,13,13,11,"151345","15465","0","495","10844","5560","121364","152025","170895.26","170895.26","0","4431","175326.26","30563","17586","35475.26","18055.26","-2530","15525.26","0","15525.26","151052","128699","110444","169533","1400","8607","6914","26320","0","1062","6157","22876","74","6736","12977","1078","0","7594",0,"352","0","519","0","0","1506","1073"
48752,8,29,2922,2900,2829,"25.0986281583273",53,1,0,3,3,3,1,1,"1","1.75","0.75","1.75",0,0,0,0,0,0,1,3,3,3,2,"171057","0","135961","0","0","0","0","152143","159590","159590","0","0","159590","78185","77179","68958","44004","0","44004","0","44004","158947","339358","483884","15060","982","37967","0","0","0","0","1802","5854","128","2989","1006","0","0","3455",0,"0","707","330","12927","1701","0","0"
48753,9,74,7410,5374,5074,"36.1222691444672",53,1,0,3,4,8,1,0,"2","2","0","2",19,0,19,0,0,47,0,11,11,11,10,"466357","9658","0","0","246497","30948","188967","446798","475463.83","488488.83","13025","540","476003.83","147497","135866","160594.83","85233.83","-4479","80754.83","13025","93779.83","641886","171696","331708","488216","1929","5231","3381","187914","450","5550","10861","43824","155","6281","11631","2024","0","7417",0,"448","0","1538","0","0","4563","42"
48754,9,50,5130,5100,5074,"39.8535274475736",53,1,0,2,2,10,1,0,"1.04","1","0","1.04",0,0,0,0,36,36,7,3,10,14,0,"305330","35410","0","0","270762","4258","0","306172","326079","334486","8407","822","326901","57059","53870","67074","16404","-2427","13977","0","13981","283311","82374","239087","126598","880","3600","7491","164833","0","10441","7386","44560","3688","9118","3189","0","0","4036",0,"348","968","2548","0","0","2586","523"
48755,6,16,1660,1600,1516,"31.4258377309615",53,22,0,3,3,6,1,0,"2","2","0","2",0,0,0,0,0,0,0,2,2,2,0,"156734","79427","77307","0","0","0","0","156734","159320","172820","13500","0","159320","111963","104371","106257","83796","-1804","81992","-2990","79002","123967","113038","125198","111807","0","8994","1111","0","0","0","5119","17060","0","2860","7592","0","0","2134",0,"0","0","695","0","0","1804","0"
48756,8,29,2922,2900,2829,"25.0986281583273",53,1,0,3,3,7,2,2,"1","3.71","2.71","3.71",0,0,0,0,0,0,1,3,3,4,0,"470148","11996","461096","871","0","0","0","536120","539217","539217","0","0","539217","174723","171997","105220","71419","-931","70488","0","70488","240195","128200","224977","148495","0","129669","4468","0","0","0","3372","21420","6754","4196","2726","1308","0","5017",0,"0","68","2470","57404","9436","994","0"
48757,8,45,4500,4500,4500,"124.122482717469",53,1,0,2,2,8,2,1,"1.04","2","1","2.04",19,0,19,0,9,27,2,12,12,12,12,"218605","-2286","0","-209","32365","0","185396","216918","243742","286108","42366","4050","247792","102731","89745","89690","40291","-1471","38820","11456","50276","274932","116001","305459","92994","0","5471","0","6490","4601","1513","6861","30360","9461","15360","12986","1200","0","6953",0,"0","84","1171","23251","1799","1586","48"
48758,9,45,4500,4500,4500,"63.4415289704602",53,1,0,3,3,4,1,1,"1.04","2","1.4","2.44",25,0,25,0,18,37,0,18,18,18,15,"323257","32875","0","6123","43328","0","263848","346246","376511","377387","876","0","376511","103667","90541","83771","34785","-5932","28853","876","29729","484759","184966","333169","336556","3866","10320","10030","65886","8398","10547","12027","63870","5744","23023","13126","333","0","7007",0,"270","0","1735","30048","3809","6253","851"
48759,10,50,5130,5100,5074,"23.8378357131179",53,1,0,3,3,7,1,1,"1","2","1","2",0,0,0,0,48,48,1,8,8,8,2,"523043","32626","0","359","499334","20595","0","534961","543114","543114","0","8796","551910","117320","106474","82882","45860","-14970","30890","0","30890","352973","204240","-16603","576542","0","6084","2500","269014","0","26298","14117","108604","2834","6434","10846","554","0","8108",0,"645","0","892","25461","4744","3834","11136"
48760,7,28,2821,2800,2829,"43.5935461302706",53,1,0,3,3,4,1,1,"1","1.85","0.85","1.85",0,0,0,0,0,0,1,0,1,1,1,"130454","17391","107208","0","0","0","0","124599","127532.36","127532.36","0","0","127532.36","82599","82599","67330.36","52051.36","-1274","50777.36","0","50777.36","112649","79242","98473","93820","290","14013","1051","0","0","0","543","13917","990","1723","0","16","0","4942",0,"0","217","736","15021","2102","1375","19"
48761,9,45,4500,4500,4500,"63.4415289704602",53,1,0,2,2,8,1,0,"2","2","0.09","2.09",28,0,28,0,0,28,0,14,16,16,16,"258099","-483","0","0","39823.8","0","198771","238111.8","286437.71","301437.71","15000","6170","292607.71","90353.8","80682.8","122580.71","89648.71","-9190","80458.71","15000","95458.71","257291","132558","70690","329207","1747","9112","0","7274","0","2502","7086","68000","2226","21458","9671","2701","0","10824",0,"2727","0","1703","1501","476","8671","539"
48762,9,50,5130,5100,5074,"39.8535274475736",53,1,0,3,2,10,1,0,"3","3","0","3",4,0,4,0,45,46,1,12,14,14,4,"478133","48343","0","215","445474.65","28330","0","494032.65","530728.31","557640.31","26912","0","530728.31","135376.65","126005.65","155824.31","120712.31","-5875.41","114836.9","25759","140595.9","557576.7","197960","302487.7","453049","0","17006","903","254832","0","9687","5863","114500","76","14963","9371","0","0","6674",0,"3644","0","2284","0","0","1600.41","4637"
48763,10,28,2811,2800,2829,"20.5575388954959",53,1,0,3,2,9,1,2,"1","5","16","17",0,0,0,0,0,0,0,0,1,1,0,"2294863","0","2294908","0","0","0","0","2294908","2402622","2414391.77","11769.77","0","2402622","1261715","1261715","1032112","831381","-4715","826666","9893.77","836559.7","565141","856737","1154262","290021","0","156174","24780","0","0","0","1930","530200","3337","42474","0","1400","0","25593",0,"0","0","2211","320171","9081","4405","784"
48764,10,28,2811,2800,2829,"20.5575388954959",53,1,0,2,2,8,1,5,"1","14","26","27",0,0,0,0,0,0,1,1,2,4,0,"2430218","1962","2427592","0","0","0","0","2430218","2446488.15","2447269.15","781","0","2446488.15","1112885","1111970","138130.15","-106989.85","-41393","-148382.85","781","-147601.85","2146603","337237","-161158","2680161","0","157243","63608","0","0","0","4399","788928","6074","28768","915","1694","0","37502",0,"0","1498","1884","825562","160568","38494","3160"
48765,10,28,2811,2800,2829,"20.5575388954959",53,1,0,2,2,7,1,2,"1","5","11","12",0,0,0,0,0,0,1,0,1,2,0,"961157","0","961157","0","0","0","0","961157","1006499","1006594","95","0","1006499","466011","466011","234511","126531","-1970","124561","19","124580","559027","368969","674635","270875","0","62425","7087","0","0","0","0","272486","3498","19182","0","554","0","17016",0,"0","1004","1140","226053","43067","3482","1550"
48790,8,50,5130,5100,5074,"83.7762404860016",53,1,0,2,2,10,2,0,"2","2","0","2",0,0,0,0,31,31,1,9,11,11,1,"224724","14396","0","45","181178","11472","0","195619","211608.66","212669.66","1061","39429.33","251037.99","75227","69927","82935.66","67860.66","-390","67470.66","1061","68531.66","62664","123132","162883","27596","348","4470","6951","61960","0","6118","5800","65771","2670","9482","5300","0","0","4580",0,"1221","42","1038","0","0","449","2"
48791,9,74,7410,5374,5074,"36.1222691444672",53,1,0,3,2,7,1,0,"1","1","0","1",19,0,19,0,34,43,1,13,13,13,11,"459057","4026","0","2887","250998","84482","142866","400777","420391.9","422662.9","2271","28840","449231.9","157679","143824","161780.9","113244.9","-5996","107248.9","2271","109519.9","335320","209087","281549","272219","1294","9709","7937","136515","0","3042","5430","60160","1293","2453","13855","0","0","8407",0,"740","0","824","0","0","5679","330"
48792,10,74,7410,5374,5074,"43.1183175179627",53,1,0,2,2,8,1,1,"1","3","2","3",36,0,36,0,49,50,1,11,20,20,14,"842494","13876","0","545","483735","224604","222493","725209","767320.08","768280.08","960","51999","819319.08","301182","294081","261279.08","141489.08","-27787","113702.08","520","114222.08","649969","492217","512465","635413","6459","6720","7593","208599","0","9843","22805","157555","9140","33399","7101","1952","0","10181",0,"5775","0","3665","54158","10737","17726","10564"
48793,8,84,8410,6184,6184,"93.2382308828499",53,1,0,2,2,10,1,0,"1","1","0","1",0,0,0,0,0,32,0,13,13,13,4,"198453","75534","0","5442","102404","13001","0","183380","202251.71","204660.71","2409","2594","204845.71","61110","47310","64702.71","55401.71","-223","55178.71","2409","57587.71","29784","43703","27764","49152","841","3948","8263","66027","0","1126","2622","16220","1627","2203","13800","0","0","4663",0,"570","0","454","0","0","289","141"
48794,10,50,5130,5100,5074,"23.8378357131179",53,1,0,3,3,9,1,0,"1","1","0","1",0,0,0,0,50,50,0,3,3,3,0,"994759","10244","0","1169","926529","29400","0","937942","940965","941865","900","0","940965","231526","229591","230205","215729","-7882","207847","900","208747","153383","247848","162894","243209","377","1580","343","519818","0","41130","4484","92539","0","4331","1935","0","0","6357",0,"1045","0","962","0","0","4689","3595"
48795,10,74,7410,5374,5074,"43.1183175179627",53,1,0,3,3,7,2,0,"2","2","0","2",18,0,18,0,48,49,0,16,16,16,8,"749725","9711","0","2018","588438","0","189266","789433","822651.8","835670.8","13019","78889","901540.8","329216","275020","302814.8","207753.8","-3329","204424.8","13019","217443.8","634210","362407","592411","412573","3144","9278","13214","250226","0","27996","8871","157501","2659","22936","54196","1594","0","11239",0,"726","0","2148","0","0","3596","53"
48796,8,50,5120,5100,5074,"83.7762404860016",53,1,0,2,2,9,1,0,"1","1","0","1",0,0,0,0,28,28,2,4,6,7,1,"45839","27474","0","1687","16678","0","0","47528","55890","55890","0","298","56188","13841","10429","16887","8995","-829","8166","0","8166","77663","49722","95726","31659","41","3233","3236","0","0","77","1913","10952","75","6270","3412","72","0","2253",0,"0","386","255","0","0","727","172"
48797,9,50,5130,5100,5074,"39.8535274475736",53,1,0,2,2,9,2,0,"1","1","0","1",0,0,0,0,38,38,10,3,12,12,0,"338691","6133","0","849","331278","9807","0","338260","353777","353777","0","45543","399320","124891","123150","134622","130150","-3511","126639","0","126639","148944","126574","242671","35140","4350","6391","8500","124986","0","12361","1707","36416","829","7498","1741","0","0","5448",0,"54","1194","1187","0","0","670","3024"
48798,10,50,5120,5100,5074,"23.8378357131179",53,1,0,3,3,4,1,0,"1.06","1","0","1.06",0,0,0,0,50,50,1,11,11,11,1,"530347","2144","0","0","511381","63809","0","513525","529072","529072","0","46366","575438","147289","139107","151286","114340","-9110","105230","0","105230","234289","172414","-67908","474611","0","7553","7662","224665","0","14546","3090","78965","3620","8544","8182","150","0","8474",0,"0","124","3244","0","0","6166","2944"
48799,10,73,7310,6184,6184,"24.1595371706295",53,1,0,2,2,11,2,1,"2","4","2","4",34,0,34,0,40,48,0,14,22,22,17,"722659","53560","0","-2082","355308","12067","292455","699361","742056.84","825532.84","83476","7059","749115.84","231651","218058","208681.84","135558.84","-12156","123402.84","16077","139479.84","495345","317694","361379","462046","4075","15482","7878","254888","0","23167","15136","157478","3241","29226","13593","3418","0","10334",0,"4150","0","3253","37588","6872","8694","3518"
48800,9,50,5220,5200,5074,"35.2733463935869",53,1,0,3,3,9,1,0,"1","1","0","1",26,0,26,0,0,49,1,12,13,14,13,"335749","912","0","0","255990","55313","0","256902","301469.21","309265.21","7796","2325","303794.21","10871","1466","44738.21","-14900.79","-12022","-26922.79","7796","-19126.79","362628","214651","207584","369695","0","3244","776","147276","0","5913","6841","26566","3459","7504","9405","0","0","6398",0,"194","97","970","0","0","6704","5318"
48801,10,50,5220,5200,5074,"39.0080447932509",53,1,0,3,3,7,1,0,"3","3","0.06","3.06",0,0,0,0,0,50,0,16,16,16,13,"1625003","15012","0","10913","1217020","297254","28923","1306868","1368516.82","1376028.82","7512","615","1369131.82","131740","107355","147184.82","35901.82","-4635","31266.82","6046","37312.82","880057","539901","529887","890071","3373","11533","4309","862956","0","17890","15230","249312","9208","9760","24385","45","0","20919",0,"1810","0","3444","770","0","12576","7808"
48802,8,45,4500,4500,4500,"124.122482717469",53,1,0,2,2,8,1,0,"1","1","0","1",8,0,8,0,0,8,6,4,9,9,8,"93231","9730","0","96","-1930","5522","78842","86738","99524.77","103488.77","3964","0","99524.77","33818","31010","40843.77","31044.77","955","31999.77","3964","35963.77","163854","83778","235481","12151","0","4936","2804","7059","0","2331","2452","13630","600","2590","2808","645","0","2770",0,"107","1373","296","0","0","208","0"
48803,8,16,1630,1600,1516,"50.6930181552517",53,1,0,2,2,10,1,0,"1.05","1","0.65","1.7",0,0,0,0,0,0,0,9,9,10,3,"146924","24928","121741","17","0","0","0","146686","157333","157333","0","0","157333","92641","84364","80923","64542","-194","64348","0","64348","54307","83278","107743","29842","554","6091","5845","0","0","0","4937","6073","1039","4370","8277","0","0","2774",0,"95","0","769","12838","342","189","12"
48804,10,50,5130,5100,5074,"23.8378357131179",53,1,0,3,3,4,1,0,"1.04","1","0","1.04",0,0,0,0,50,50,7,12,15,16,0,"978916","7635","0","3897","963362","30578","0","1008020","1041750","1054354","12604","83521","1125271","378292","367992","398257","328885","-12201","316684","12604","329288","771924","665969","440812","997142","1070","13064","7831","396147","0","37612","1444","242975","1030","9489","10300","0","0","5910",0,"220","1340","1828","0","0","11435","803"
48805,8,29,2912,2900,2829,"25.0986281583273",53,1,0,2,2,8,1,0,"2","2","0.18","2.18",0,0,0,0,0,0,2,0,2,2,2,"193178","0","193178","0","0","0","0","193178","194300","195503","1203","0","194300","55311","55311","51337","22860","-940","21920","1029","22949","79116","15223","77551","16874","285","62474","777","0","0","0","4139","15438","2135","4075","0","458","0","4739",0,"0","610","596","3630","207","867","83"
48806,10,50,5130,5100,5074,"23.8378357131179",53,1,0,3,1,6,1,1,"1","2","1","2",0,0,0,0,50,50,1,14,15,15,2,"1192775","2600","0","5058","1229442","4776","0","1237100","1259784","1262274","2490","69304","1329088","457843","443363","419195","344001","-12574","331427","1143","332570","714839","497505","391511","821432","2481","8845","12707","484936","0","61067","2092","225910","3341","19998","14480","50","0","9206",0,"1513","53","1053","31477","12677","11311","1298"
48807,9,50,5120,5100,5074,"39.8535274475736",53,1,0,3,3,5,1,0,"1","1","0","1",0,0,0,0,43,43,0,0,0,1,0,"61175","0","0","0","61175","0","0","61175","68115","68393","278","0","68115","42899","35899","42640","30129","-2553","27576","-65","27511","94572","6956","-11768","113296","0","0","0","0","0","0","296","53747","49","0","7000","280","0","1963",0,"0","0","199","0","0","2065","488"
48808,9,45,4500,4500,4500,"63.4415289704602",53,1,0,3,0,3,1,0,"3","3","0","3",34,0,34,0,0,46,4,16,18,18,17,"431398","12691","0","0","91547","3200","345282","449520","484389","495101","10712","1862","486251","178589","157603","189555","116522","-8427","108095","-581","107514","813128","280517","475681","617964","1661","11970","8804","70781","15935","16822","13578","40905","732","18527","20986","2719","0","11349",0,"215","108","1844","0","0","8793","384"
48809,8,47,4700,4700,4700,"32.658376285147",53,1,0,3,3,6,1,0,"1","1","0.04","1.04",20,0,20,0,0,20,1,13,13,13,11,"160484","35468","0","-1210","41372","0","105804","181434","203909","203909","0","1749","205658","51010","39280","59272","18378","-3965","14413","0","14413","327282","159281","197402","291295","7834","4668","7165","23793","0","2315","8549","22513","357","13236","11730","900","0","7589",0,"447","70","505","598","217","3072","990"
48810,8,45,4500,4500,4500,"124.122482717469",53,1,0,3,0,7,1,0,"1","1","0.05","1.05",24,0,24,0,0,24,0,14,14,14,11,"216002","21137","13220","-1650","36226","20430","146072","222020","247101","253840","6739","6750","253851","79163","66516","89511","67463","-1059","66404","-43","66361","165442","194953","246407","113988","2671","14914","9545","30902","560","4956","8204","19260","220","8420","12647","713","0","4364",0,"194","0","507","920","321","994","149"
48811,9,47,4700,4700,4700,"57.5890481126126",53,1,0,3,2,7,1,1,"2","2.42","0.42","2.42",40,0,40,0,0,40,0,20,20,20,17,"344048","15743","0","0","113926","0","210549","340218","382381","386346","3965","12350","394731","136098","115403","150789","108118","-3750","104368","3965","108333","441364","469600","608980","301984","3745","8913","8254","44308","4720","8719","14506","42100","1757","16758","20695","1878","0","5871",0,"991","0","1548","2998","313","3913","303"
48812,10,50,5120,5100,5074,"23.8378357131179",53,1,0,4,3,6,1,3,"1","6","5","6",0,0,0,0,50,50,1,8,9,9,2,"2730223","10908","0","2029","2598577","109367","0","2616715","2627314","2627314","0","20912","2648226","426091","419145","311355","247879","-6458","241421","0","241421","543417","938635","604199","877853","0","6078","4987","1377348","0","147927","434","372074","885","20588","6946","195","0","8177",0,"3053","39","2156","96902","15469","4207","2767"
48813,10,50,5130,5100,5074,"23.8378357131179",53,1,0,3,4,7,1,0,"2","2","1.52","3.52",0,0,0,0,50,50,0,27,27,27,9,"1708868","6506","73721","3947","1634650","51427","0","1718824","1767474","1773421","5947","210938","1978412","684833","619878","611341","482533","-30887","451646","5947","457593","1147853","722020","944058","948213","8268","46925","45267","549249","0","67810","12486","317838","8875","30489","64955","5742","0","26618",0,"2560","0","2431","38935","13157","24527","6464"
48814,10,50,5120,5100,5074,"23.8378357131179",53,1,0,3,2,6,1,1,"1","2","1","2",0,0,1,0,50,50,1,4,4,5,2,"852013","629","0","0","922112","38469","0","922866","927040","927040","0","13200","940240","264447","260715","233777","157061","-17567","139494","0","139494","515379","484091","190768","809681","1837","2531","1724","409798","0","57366","2742","299500","9000","32047","3732","20","0","14757",0,"1045","23","914","23478","5488","13621","3967"
48815,10,74,7410,5374,5074,"43.1183175179627",53,1,0,3,3,8,2,1,"2","2.27","0.27","2.27",17,0,17,0,0,48,1,13,13,13,8,"365567","22087","0","-17","145938","14400","184430","352438","378070","382662","4592","545","378615","145178","134985","150940","66335","-6034","60301","3871","64172","377555","170687","320268","227974","4506","5185","10450","36782","0","12149","6906","57240","1371","12836","10193","1590","0","13774",0,"405","19","1070","4532","1860","6081","331"
48816,10,28,2811,2800,2829,"20.5575388954959",53,1,0,3,0,7,1,3,"1","7","13.76","14.76",0,0,0,0,0,0,1,0,1,1,1,"1223054","0","1223054","0","0","0","0","1223054","1253211","1253211","0","0","1253211","652085","652085","383103","329281","-893","328388","0","328383","266115","711598","392004","598171","0","74792","10699","0","0","0","2515","149860","1513","17624","0","4680","0","33355",0,"17","213","2482","259533","31781","4782","1207"
48817,9,50,5130,5100,5074,"39.8535274475736",53,1,0,4,0,7,1,0,"1","1","0.76","1.76",0,0,0,0,42,42,0,6,6,7,2,"384320","16466","0","1401","357027","14362","0","374894","382568","384744","2176","810","383378","101218","96153","95503","57144","-7386","49758","1868","51624","196660","106817","41164","262792","0","1680","3736","199838","0","11815","2777","102996","955","6598","5065","0","0","3960",0,"52","0","712","6958","220","5074","2540"
48818,10,45,4500,4500,4500,"25.3539803297018",53,1,0,1,4,8,1,2,"2","4.69","2.69","4.69",46,0,46,0,0,46,1,27,27,27,19,"805840","138610","0","10621","112684","0","525309","787224","862994","881994","19000","0","862994","236745","185393","155259","38425","-18237","20188","19000","39188","627185","450938","200174","906807","0","22012","23391","162943","0","20440","37940","121996","2954","55925","51352","4611","0","14081",0,"2559","88","2008","82171","13937","10914","7823"
48819,8,45,4500,4500,4500,"124.122482717469",53,1,0,2,2,7,1,0,"1","1","0","1",21,0,21,0,0,21,2,10,11,11,11,"207247","-12398","0","0","34702","0","178820","201124","217422","237422","20000","0","217422","50205","46161","60513","29206","-6895","22311","15616","37928","236284","167322","130368","279157","2089","7716","3906","45763","0","4268","10573","10384","216","9855","4044","1582","0","4463",0,"65","817","571","0","0","5702","1540"
48820,8,47,4700,4700,4700,"32.658376285147",53,1,0,2,2,9,1,0,"1","1","0","1",21,0,21,0,0,21,12,9,16,16,14,"134836","16210","0","1540","30584","3750","72658","123838","166347.23","166347.23","0","6075","172422.23","12643","7109","46334.23","19094.23","-5213","13881.23","0","13881.23","368695","92194","247988","215515","111","8062","4113","9835","0","4826","7382","20301","941","15872","5534","647","0","7263",0,"762","2144","378","0","0","3840","1373"
48821,9,74,7410,5374,5074,"36.1222691444672",53,1,0,5,4,7,1,0,"2","2","0","2",19,0,19,0,41,46,1,17,17,17,11,"677231","65133","0","-35","301605","112295","193261","559964","592924","639701","46777","648","593572","189178","172735","199142","144703","-3574","141129","38051","179184","526016","437057","592624","378798","7","11095","10934","222509","0","14019","8875","51431","1919","9295","16443","2006","0","6547",0,"706","1132","2989","0","0","5258","42"
49448,10,50,5130,5100,5074,"23.8378357131179",53,1,0,2,2,8,1,1,"1.02","2.13","1.18","2.21",0,0,0,0,50,50,1,13,13,13,3,"840143.35","2472.35","0","0","802442","33229","0","808309.35","824171.35","824171.35","0","57731","881902.35","299357.35","280383.35","254104.35","182224.35","-9462","172762.35","0","172762","296169","308547","306243","305250","798","10395","8622","312125","0","29302","5932","258392","3454","16934","18974","1672","0","8882",0,"916","195","1634","31146","7977","7998","1622"
49449,10,50,5220,5200,5074,"39.0080447932509",53,1,0,3,3,3,1,0,"1","1","0","1",0,0,0,0,0,50,0,0,0,1,0,"152206","0","0","0","152206","0","0","152206","153184","159806","6622","0","153184","79111","79111","78542","35313","-1188","34125","6622","40747","221615","92499","201827","112287","0","0","0","132","0","4069","0","34550","2361","1851","0","0","0","3384",0,"1181","0","366","0","0","1188","0"
49450,9,28,2811,2800,2829,"90.3667390914479",53,1,0,2,2,4,2,1,"1","2.31","2.68","3.68",0,0,0,0,0,0,1,0,1,1,0,"156260","0","154260","0","0","0","0","156260","156261","162121","5860","0","156261","88269","88269","47282","31139","-1919","29220","1487","30707","85443","3338","53864","36761","0","6754","3989","0","0","0","0","9540","7212","10498","0","0","0","2702",0,"0","132","254","38745","1856","828","1091"
49451,10,28,2811,2800,2829,"20.5575388954959",53,1,0,2,2,8,1,1,"1","2.45","9.95","10.95",0,0,0,0,0,0,1,0,1,1,0,"555328","0","555328","0","0","0","0","555328","559569","607364","47795","0","559569","268963","268963","63582","42196","-9951","32245","44986","77231","143831","339139","-87678","589504","450","106721","6448","0","0","0","6274","152937","5262","3752","0","3591","0","19744",0,"0","38","3071","193072","12201","9078","951"
49452,6,46,4600,4600,4600,"87.5535643315774",53,1,0,2,2,8,1,0,"1","1","0","1",14,0,14,0,0,14,3,8,11,12,9,"127298","8439","0","688","41221","48290","6465","83266","106308","106928","620","1080","107388","38063","35330","56486","23344","-1587","21757","620","22377","175780","134871","237722","72929","751","2874","1490","1992","0","687","3794","5100","323","783","2733","0","0","4125",0,"474","303","458","0","0","2231","7"
